X,Y,STARTDATE,LOCNAME,AREAHA,COUNTRYID,LOCUSTID,REPORTID,ACOMMENT,SHPMINDSQM,SHPMAXDSQM,SADMINDHA,SADMAXDHA
-12.79861111,18.53166667,11/1/03 0:00, ,40, ,30073,BIGRAMSES_20031117_M,40 HA'TREATED ADULT,2,2,37000,37000
3.035277778,18.31944444,11/27/03 0:00, ,500, ,31164,MLI03-26,600HA GROUND CONTROL,0,0,0,0
3.137222222,18.15138889,11/28/03 0:00, ,0, ,31170,MLI03-26,400HA GROUND CONTROL,1,4,30000,30000
3.0925,18.24027778,11/28/03 0:00, ,0, ,31171,MLI03-26,1000HA GROUND CONTRO,3,60,70000,70000
-13.20694444,18.40611111,11/22/03 0:00, ,80, ,31436,BIGRAMSES_20031208_M, ,0,0,0,0
-13.17305556,18.43666667,11/22/03 0:00, ,80, ,31438,BIGRAMSES_20031208_M, ,0,0,0,0
-13.32305556,18.38777778,11/22/03 0:00, ,70, ,31452,BIGRAMSES_20031208_M,Transiens appearing,33,33,2300,2300
-14.30277778,18.62555556,12/6/03 0:00, ,0, ,31659,MAU03-41, ,0,0,0,0
2.568333333,18.22361111,12/8/03 0:00, ,250, ,31789,MLI03-27,SWARM 13:50-14:30 18,0,0,0,0
-14.4375,18.74055556,12/8/03 0:00, ,420, ,31880,BIGRAMSES_20031215_M, ,1,1,100,100
-14.30277778,18.62555556,12/5/03 0:00, ,300, ,31888,BIGRAMSES_20031215_M, ,18,18,0,0
-14.47916667,18.55833333,12/8/03 0:00, ,210, ,31924,BIGRAMSES_20031215_M, ,1,1,200,200
2.855277778,17.92138889,12/14/03 0:00, ,200, ,32160,MLI03-28,200HA GROUND CONTROL,0,0,0,0
-12.85,18.48138889,11/8/03 0:00, ,600, ,30158,BIGRAMSES_20031117_M,ADULT FLEDGLINGS,0.2,0.2,800,800
-12.83916667,18.42027778,11/7/03 0:00, ,2.5, ,30160,BIGRAMSES_20031117_M, ,1,1,7000,7000
-15.34944444,19.24916667,11/8/03 0:00, ,80, ,30164,BIGRAMSES_20031117_M, ,17,17,700,700
-12.87666667,18.42083333,11/7/03 0:00, ,10, ,30165,BIGRAMSES_20031117_M,ADULT FLEDGLING,1,1,8000,8000
-12.82444444,18.40361111,11/7/03 0:00, ,8.5, ,30166,BIGRAMSES_20031117_M,ADULT FLEDGLING,1,1,9500,9500
-12.99916667,18.42055556,11/8/03 0:00, ,400, ,30170,BIGRAMSES_20031117_M, ,0.2,0.2,3200,3200
-13.11388889,18.31166667,11/8/03 0:00, ,40, ,30172,BIGRAMSES_20031117_M,ADULT FLEDGLING,0,0,1200,1200
-12.96361111,18.43305556,11/8/03 0:00, ,550, ,30173,BIGRAMSES_20031117_M,ADULT FLEDGLING,0.2,0.2,2400,2400
-13.12583333,18.30555556,11/8/03 0:00, ,40, ,30177,BIGRAMSES_20031117_M, ,0,0,0,0
-10.08833333,24.71472222,11/5/03 0:00, ,70, ,30114,BIGRAMSES_20031117_M, ,0.31999999,0.31999999,0,0
-15.27555556,19.74444444,11/6/03 0:00, ,60, ,30146,BIGRAMSES_20031117_M, ,65,65,0,0
-11.57694444,20.93638889,11/7/03 0:00, ,12, ,30149,BIGRAMSES_20031117_M, ,0,0,300,300
-12.02416667,19.12833333,11/2/03 0:00, ,4.1799998, ,30035,BIGRAMSES_20031117_M,ADULT FLEDGLING,180,180,5000,5000
2.753333333,17.83722222,11/4/03 0:00,Tagorast,7500, ,30232,BIGRAMSES_20031117_M, ,0,8,0,0
2.703611111,17.85805556,11/4/03 0:00,Tagorast,2500, ,30234,BIGRAMSES_20031117_M, ,0,4,0,0
2.769444444,17.82388889,11/4/03 0:00, ,4000, ,30244,BIGRAMSES_20031117_M, ,0,0,0,0
0.241944444,19.66666667,11/9/03 0:00, ,600, ,30268,BIGRAMSES_20031117_M, ,0,0,0,0
0.288888889,19.68416667,11/9/03 0:00, ,1, ,30269,BIGRAMSES_20031117_M, ,0,1,0,0
0.116111111,19.50611111,11/9/03 0:00, ,2, ,30270,BIGRAMSES_20031117_M, ,0,2,0,0
5.838055556,18.2425,11/7/03 0:00, ,5, ,30766,NER03-41, ,0,0,500,600
5.743333333,18.26277778,11/7/03 0:00, ,35, ,30768,NER03-41,ADULTS TRANSIENS,0,0,100,500
5.720555556,18.25138889,11/7/03 0:00, ,5, ,30769,NER03-41,ADULTS SOLITARY TRAN,0,0,50,100
5.648055556,18.25027778,11/7/03 0:00, ,10, ,30770,NER03-41,ADULTS SOLITARY TRAN,0,0,500,500
5.514166667,18.29861111,11/7/03 0:00, ,5, ,30771,NER03-41,ADULTS SOLITARY TRAN,0,0,50,100
5.470555556,18.26583333,11/7/03 0:00, ,5, ,30772,NER03-41,ADULTS SOLITARY TRAN,0,0,600,700
5.223333333,18.34611111,11/8/03 0:00, ,50, ,30776,NER03-41, ,2,5,5000,10000
5.130555556,18.355,11/8/03 0:00, ,10, ,30777,NER03-41, ,2,5,20,30
5.125277778,18.40888889,11/8/03 0:00, ,10, ,30778,NER03-41, ,5,10,5000,10000
5.028333333,18.40138889,11/7/03 0:00, ,5, ,30780,NER03-41, ,3,4,50,100
5.0225,18.41138889,11/7/03 0:00, ,0.050000001, ,30781,NER03-41, ,10,50,0,0
5.012222222,18.39944444,11/7/03 0:00, ,0.050000001, ,30782,NER03-41, ,10,50,10,10
5.003333333,18.395,11/7/03 0:00, ,2, ,30783,NER03-41, ,20,50,20,20
4.993888889,18.40277778,11/7/03 0:00, ,10, ,30784,NER03-41, ,50,100,1000,10000
4.965,18.38333333,11/7/03 0:00, ,200, ,30785,NER03-41,HOPPERS GROUP ASSUME,0,0,10000,50000
4.9775,18.49222222,11/8/03 0:00, ,20, ,30793,NER03-41, ,5,10,5000,10000
5.002777778,18.49888889,11/8/03 0:00, ,50, ,30794,NER03-41, ,10,20,10000,20000
5.340833333,18.5175,11/8/03 0:00, ,10, ,30798,NER03-41, ,5,10,50,100
5.361666667,18.5325,11/8/03 0:00, ,10, ,30799,NER03-41, ,1,5,50,100
5.597777778,18.49833333,11/8/03 0:00, ,20, ,30800,NER03-41, ,5,10,50,100
3.6,25.58333333,11/19/03 0:00, ,0, ,30581,ALG03-14,FLEDGLING MATURE,0,0,2,4
3.433333333,25.4,11/20/03 0:00, ,600, ,30587,ALG03-14,FLEDGLING MATURE,0,0,30,50
3.283333333,25.28333333,11/20/03 0:00, ,300, ,30588,ALG03-14,FLEDGLING MATURE ARE,0,0,50,50
3.166666667,24.71666667,11/21/03 0:00, ,5, ,30590,ALG03-14,FLEDGLING MATURE,0,0,2,4
3.683333333,25.58333333,11/19/03 0:00, ,300, ,30593,ALG03-14, ,0,0,2,4
8.4,26.51666667,11/7/03 0:00, ,315, ,30600,ALG03-14,MATURE + FLEDGLING,0,0,200000,500000
2.475555556,18.18527778,11/14/03 0:00, ,30, ,30696,MLI03-25,ADULT + FLEDGLING CO,0,0,19000,19000
6.511388889,19.28777778,10/21/03 0:00, ,0.2, ,30698,NER03-41, ,10,20,0,0
6.531666667,19.2625,10/21/03 0:00, ,5, ,30699,NER03-41, ,1,2,10,20
6.961111111,16.45444444,11/7/03 0:00, ,5, ,31010,NER03-45,ADULT FEDGLING,0,0,0,0
6.845833333,16.62111111,11/7/03 0:00, ,10, ,31013,NER03-45,ADULT FLEDGLING,0,0,0,0
6.831666667,16.91722222,11/7/03 0:00, ,50, ,31014,NER03-45,ADULT FLEDGLING,0,0,500,500
6.885277778,17.03,11/8/03 0:00, ,5, ,31015,NER03-45,ADULT FLEDGLING,0,0,300,300
6.86,17.04777778,11/8/03 0:00, ,5, ,31016,NER03-45,ADULT FLEDGLING,0,0,0,0
6.855277778,17.05722222,11/8/03 0:00, ,2, ,31017,NER03-45,ADULT FLEDGLING,0,0,0,0
6.813888889,17.04638889,11/8/03 0:00, ,1, ,31018,NER03-45,ADULT FLEDGLING,0,0,0,0
6.780555556,17.06777778,11/8/03 0:00, ,5, ,31019,NER03-45,ADULT FLEDGLING,0,0,500,1000
6.765555556,17.07388889,11/8/03 0:00, ,2, ,31020,NER03-45,ADULT FLEDGLING,0,0,50,50
6.822777778,17.28027778,11/8/03 0:00, ,5, ,31022,NER03-45,ADULT FLEDGLING,0,0,0,0
6.681666667,17.41138889,11/9/03 0:00, ,5, ,31023,NER03-45,ADULT FLEDGLING,0,0,100,100
6.626666667,17.76,11/9/03 0:00, ,200, ,31024,NER03-45,ADULT FLEDGLING,0,0,0,0
6.553333333,17.99277778,11/9/03 0:00, ,5, ,31025,NER03-45,ADULT FLEDGLING,0,0,1000,2000
6.510277778,18.01305556,11/9/03 0:00, ,5, ,31026,NER03-45,ADULT FLEDGLING,0,0,1000,1000
6.490555556,18.01027778,11/10/03 0:00, ,25, ,31027,NER03-45,ADULT FLEDGLING,0,0,5000,5000
6.400833333,18.98027778,11/10/03 0:00, ,5, ,31028,NER03-45,ADULT FLEDGLING,0,0,0,0
6.5075,17.81138889,11/10/03 0:00, ,5, ,31029,NER03-45,ADULT FLEDGLING,0,0,0,0
6.870277778,17.88583333,11/10/03 0:00, ,1, ,31030,NER03-45,ADULT FLEDGLING,0,0,0,0
6.958611111,17.94027778,11/11/03 0:00, ,2, ,31031,NER03-45,ADULT FLEDGLING,0,0,0,0
6.996388889,17.95861111,11/11/03 0:00, ,2, ,31032,NER03-45,ADULT FLEDGLING,0,0,0,0
7.272222222,17.90555556,11/11/03 0:00, ,5, ,31033,NER03-45,ADULT FLEDGLING,0,0,500,500
7.3125,17.90444444,11/11/03 0:00, ,5, ,31034,NER03-45,ADULT FLEDGLING,0,0,200,500
7.2425,17.17611111,11/13/03 0:00, ,0.5, ,31043,NER03-45,ADULT FLEDGLING,0,0,0,0
7.522777778,17.125,11/14/03 0:00, ,2, ,31048,NER03-45,ADULT FLEDGLING,0,0,0,0
7.522777778,17.125,11/14/03 0:00, ,2, ,31049,NER03-45,ADULT FLEDGLING,0,0,0,0
7.6375,17.13583333,11/14/03 0:00, ,1, ,31050,NER03-45,ADULT FLEDGLING,0,0,0,0
7.617777778,17.10888889,11/14/03 0:00, ,1, ,31051,NER03-45,ADULT FLEDGLING,0,0,0,0
9.093611111,15.09611111,11/16/03 0:00, ,15, ,31081,NER03-45,ADULT FLEDGLING,0,0,10,15
11.43388889,15.66416667,11/19/03 0:00, ,1300, ,31098,NER03-45,ADULT FLEDGLING,0,0,5,10
11.32694444,15.59916667,11/19/03 0:00, ,1500, ,31099,NER03-45,ADULT FLEDGLING 5IND,0,0,100,150
11.2725,15.57027778,11/19/03 0:00, ,2000, ,31100,NER03-45,ADULT FLEDGLING 2MAL,0,0,50,100
11.17472222,15.52388889,11/19/03 0:00, ,1500, ,31101,NER03-45,ADULT FLEDGLING,0,0,50,60
10.65583333,15.0975,11/20/03 0:00, ,550, ,31102,NER03-45,ADULT FLEDGLING,0,0,0,0
9.739722222,14.46972222,11/23/03 0:00, ,20, ,31119,NER03-45,10IND CAPTURED,0,0,0,0
9.545,14.51527778,11/23/03 0:00, ,20, ,31121,NER03-45,ADULT FLEDGLING 4IND,0,0,0,0
9.213055556,14.71694444,11/24/03 0:00, ,25, ,31126,NER03-45,ADULT FLEDGLING 2MAL,0,0,20,30
8.539722222,15.12055556,11/26/03 0:00, ,50, ,31131,NER03-45,ADULT FLEDGLING 8IND,0,0,200,250
-15.89222222,16.29194444,11/7/03 0:00, ,140, ,31247,SEN03-12, ,5,5,0,0
-15.89111111,16.23666667,11/15/03 0:00, ,20, ,31250,SEN03-12,SEN03-11 13/11/03,12,12,0,0
37.60138889,18.35861111,12/4/03 0:00,Ment2,64, ,31267,BIGRAMSES_20031208_S, ,0,0,500,500
37.74611111,18.35527778,12/4/03 0:00,Eglim5,64, ,31278,BIGRAMSES_20031208_S, ,0,0,0,0
-13.05416667,18.42,11/19/03 0:00, ,110, ,31411,BIGRAMSES_20031208_M,Transiens appearing,7,7,15300,15300
-13.01916667,18.44305556,11/19/03 0:00, ,50, ,31412,BIGRAMSES_20031208_M,Transiens appearing,18,18,9700,9700
-13.08138889,18.46277778,11/19/03 0:00, ,65, ,31413,BIGRAMSES_20031208_M,Transiens appearing,5,5,13200,13200
-13.00694444,18.46972222,11/19/03 0:00, ,125, ,31414,BIGRAMSES_20031208_M,Transiens appearing,1,1,18400,18400
-14.74055556,18.38611111,11/13/03 0:00, ,20, ,31419,BIGRAMSES_20031208_M,Transiens appearing,300,300,233.33299,233.33299
-14.69305556,18.47611111,11/14/03 0:00, ,11, ,31420,BIGRAMSES_20031208_M,Transiens appearing,35,35,100,100
-14.70444444,18.48222222,11/14/03 0:00, ,8, ,31421,BIGRAMSES_20031208_M,Transiens appearing,30,30,125,125
-14.72083333,18.47777778,11/15/03 0:00, ,11, ,31422,BIGRAMSES_20031208_M,Transiens appearing,35,35,90,90
-14.69972222,18.48333333,11/16/03 0:00, ,14, ,31423,BIGRAMSES_20031208_M,Transiens appearing,14,14,75,75
-14.54833333,18.53277778,11/17/03 0:00, ,14, ,31424,BIGRAMSES_20031208_M,Transiens appearing,55,55,120,120
-14.49972222,18.56638889,11/18/03 0:00, ,9, ,31425,BIGRAMSES_20031208_M,Transiens appearing,325,325,80,80
-14.47305556,18.57527778,11/18/03 0:00, ,10, ,31426,BIGRAMSES_20031208_M,Transiens appearing,300,300,93.333298,93.333298
-14.47305556,18.57611111,11/19/03 0:00, ,13, ,31427,BIGRAMSES_20031208_M,Transiens appearing,200,200,60,60
-14.53305556,18.50722222,11/20/03 0:00, ,9, ,31428,BIGRAMSES_20031208_M,Transiens appearing,200,200,155.556,155.556
-13.09333333,18.91305556,11/20/03 0:00, ,160, ,31433,BIGRAMSES_20031208_M,Transiens appearing,0,0,800,800
-13.04694444,18.93888889,11/20/03 0:00, ,40, ,31434,BIGRAMSES_20031208_M,Transiens appearing,0,0,600,600
-13.10166667,18.45666667,11/17/03 0:00, ,30, ,31367,BIGRAMSES_20031208_M,Transiens appearing,13,13,300,300
-13.06972222,18.43638889,11/17/03 0:00, ,100, ,31368,BIGRAMSES_20031208_M,Transiens appearing,29,29,800,800
-13.09972222,18.40222222,11/17/03 0:00, ,70, ,31369,BIGRAMSES_20031208_M,Transiens appearing,37,37,500,500
-13.12777778,18.45472222,11/18/03 0:00, ,150, ,31372,BIGRAMSES_20031208_M,Transiens appearing,12,12,800,800
-13.09944444,18.2875,11/18/03 0:00, ,150, ,31373,BIGRAMSES_20031208_M,Transiens appearing,10,10,300,300
-13.08916667,18.45611111,11/18/03 0:00, ,100, ,31374,BIGRAMSES_20031208_M,Transiens appearing,7,7,1300,1300
-13.16888889,18.28138889,11/13/03 0:00, ,60, ,31388,BIGRAMSES_20031208_M,Transiens appearing,0,0,600,600
-11.14361111,18.29944444,11/13/03 0:00, ,30, ,31389,BIGRAMSES_20031208_M,Transiens appearing,0,0,1000,1000
-14.07333333,18.35222222,11/13/03 0:00, ,30, ,31390,BIGRAMSES_20031208_M,Transiens appearing,0,0,3000,3000
-15.41166667,19.39972222,11/11/03 0:00, ,35, ,31394,BIGRAMSES_20031208_M,Transiens appearing,23,23,0,0
-13.09555556,18.45694444,11/18/03 0:00, ,150, ,31395,BIGRAMSES_20031208_M,Transiens appearing,7,7,1300,1300
-13.08583333,18.46416667,11/18/03 0:00, ,50, ,31396,BIGRAMSES_20031208_M,Transiens appearing,12,12,600,600
-13.0575,18.42944444,11/18/03 0:00, ,200, ,31397,BIGRAMSES_20031208_M,Transiens appearing,6,6,600,600
-13.52861111,20.70777778,11/18/03 0:00, ,7, ,31399,BIGRAMSES_20031208_M,Transiens appearing,0,0,500,500
-13.10611111,18.92777778,11/18/03 0:00, ,110, ,31400,BIGRAMSES_20031208_M,Transiens appearing,0,0,0,0
-13.09222222,18.43222222,11/19/03 0:00, ,100, ,31403,BIGRAMSES_20031208_M,Transiens appearing,0,0,2600,2600
-13.08055556,18.45111111,11/19/03 0:00, ,140, ,31404,BIGRAMSES_20031208_M,Transiens appearing,0,0,1500,1500
-13.11111111,18.45222222,11/19/03 0:00, ,100, ,31405,BIGRAMSES_20031208_M,Transiens appearing,0,0,2800,2800
-12.93388889,18.47222222,11/15/03 0:00, ,5, ,31331,BIGRAMSES_20031208_M,Transiens appearing,10,10,500,500
-13.03888889,18.36944444,11/16/03 0:00, ,40, ,31332,BIGRAMSES_20031208_M,Transiens appearing,25,25,400,400
-13.04722222,18.50361111,11/16/03 0:00, ,40, ,31333,BIGRAMSES_20031208_M,Transiens appearing,29,29,200,200
-13.04444444,18.58805556,11/16/03 0:00, ,60, ,31334,BIGRAMSES_20031208_M,Transiens appearing,42,42,200,200
-13.37138889,19.9225,11/16/03 0:00, ,30, ,31336,BIGRAMSES_20031208_M,Transiens appearing,9,9,2000,2000
-13.03472222,18.42083333,11/16/03 0:00, ,20, ,31339,BIGRAMSES_20031208_M,Transiens appearing,20,20,700,700
-13.04833333,18.425,11/16/03 0:00, ,50, ,31340,BIGRAMSES_20031208_M,Transiens appearing,18,18,800,800
-13.06638889,18.43055556,11/16/03 0:00, ,70, ,31341,BIGRAMSES_20031208_M,Transiens appearing,12,12,200,200
-13.44888889,20.43277778,11/16/03 0:00, ,5, ,31344,BIGRAMSES_20031208_M,Transiens appearing,0,0,400,400
-13.0475,18.4375,11/17/03 0:00, ,50, ,31345,BIGRAMSES_20031208_M,Transiens appearing,21,21,600,600
-13.06944444,18.44916667,11/17/03 0:00, ,30, ,31346,BIGRAMSES_20031208_M,Transiens appearing,33,33,700,700
-13.09555556,18.45694444,11/17/03 0:00, ,120, ,31347,BIGRAMSES_20031208_M,Transiens appearing,18,18,1100,1100
-13.35444444,19.97777778,11/17/03 0:00, ,12, ,31348,BIGRAMSES_20031208_M,Transiens appearing,0,0,2400,2400
-13.87388889,19.93944444,11/17/03 0:00, ,10, ,31349,BIGRAMSES_20031208_M,Transiens appearing,10,10,1300,1300
-12.09361111,23.30833333,11/17/03 0:00, ,35, ,31352,BIGRAMSES_20031208_M,Transiens appearing,0,0,11200,11200
-12.92361111,18.46444444,11/11/03 0:00, ,50, ,31358,BIGRAMSES_20031208_M,Transiens appearing,6,6,1300,1300
-12.90361111,18.47861111,11/11/03 0:00, ,5, ,31359,BIGRAMSES_20031208_M,Transiens appearing,8,8,8700,8700
-12.88611111,18.47194444,11/11/03 0:00, ,80, ,31360,BIGRAMSES_20031208_M,Transiens appearing,12,12,26300,26300
-12.77027778,18.49305556,11/11/03 0:00, ,120, ,31361,BIGRAMSES_20031208_M,Transiens appearing,3,3,15200,15200
-12.65694444,18.49166667,11/11/03 0:00, ,40, ,31362,BIGRAMSES_20031208_M,Transiens appearing,2,2,9700,9700
-15.25888889,19.07777778,11/12/03 0:00, ,0, ,31363,BIGRAMSES_20031208_M,Transiens appearing,32,32,7000,7000
-15.26333333,19.115,11/12/03 0:00, ,0, ,31364,BIGRAMSES_20031208_M,Transiens appearing,45,45,5000,5000
-15.20611111,19.22555556,11/12/03 0:00, ,0, ,31365,BIGRAMSES_20031208_M,Transiens appearing,40,40,5000,5000
-13.00472222,18.45194444,11/14/03 0:00, ,60, ,31288,BIGRAMSES_20031208_M,Transiens appearing,40,40,1200,1200
-13.4175,19.94611111,11/14/03 0:00, ,50, ,31292,BIGRAMSES_20031208_M,Transiens appearing,10,10,2200,2200
-13.03194444,18.43611111,11/15/03 0:00, ,20, ,31294,BIGRAMSES_20031208_M,Transiens appearing,20,20,400,400
-13.01111111,18.44277778,11/15/03 0:00, ,40, ,31295,BIGRAMSES_20031208_M,Transiens appearing,60,60,300,300
-11.64416667,22.27472222,11/13/03 0:00, ,25, ,31296,BIGRAMSES_20031208_M,Transiens appearing,0,0,400,400
-13.01111111,18.42777778,11/14/03 0:00, ,80, ,31297,BIGRAMSES_20031208_M,Transiens appearing,25,25,1300,1300
-13.00888889,18.46,11/14/03 0:00, ,20, ,31300,BIGRAMSES_20031208_M,Transiens appearing,130,130,1800,1800
-13.2775,18.43416667,11/15/03 0:00, ,20, ,31301,BIGRAMSES_20031208_M,Transiens appearing,8,8,6800,6800
-13.41611111,19.94555556,11/15/03 0:00, ,12, ,31304,BIGRAMSES_20031208_M,Transiens appearing,10,10,1800,1800
-13.02222222,18.41666667,11/15/03 0:00, ,40, ,31306,BIGRAMSES_20031208_M,Transiens appearing,40,40,700,700
-13.36361111,19.94888889,11/15/03 0:00, ,25, ,31307,BIGRAMSES_20031208_M,Transiens appearing,7,7,2500,2500
-15.20722222,19.22027778,11/11/03 0:00, ,10, ,31311,BIGRAMSES_20031208_M,Transiens appearing,30,30,0,0
-13.26027778,18.43111111,11/15/03 0:00, ,30, ,31312,BIGRAMSES_20031208_M,Transiens appearing,19,19,11500,11500
-13.00361111,18.46777778,11/14/03 0:00, ,40, ,31287,BIGRAMSES_20031208_M,Transiens appearing,80,80,800,800
-13.24138889,18.44,11/15/03 0:00, ,35, ,31314,BIGRAMSES_20031208_M,Transiens appearing,12,12,12500,12500
-13.00611111,18.46972222,11/14/03 0:00, ,60, ,31317,BIGRAMSES_20031208_M,Transiens appearing,40,40,900,900
-13.03805556,18.455,11/14/03 0:00, ,50, ,31318,BIGRAMSES_20031208_M,Transiens appearing,38,38,2900,2900
-11.67666667,18.64555556,11/11/03 0:00, ,3, ,31325,BIGRAMSES_20031208_M,Transiens appearing,0,0,26900,26900
-13.04166667,18.3875,11/11/03 0:00, ,55, ,31326,BIGRAMSES_20031208_M,Transiens appearing,0.2,0.2,12000,12000
-13.02083333,18.34027778,11/11/03 0:00, ,30, ,31327,BIGRAMSES_20031208_M,Transiens appearing,0.40000001,0.40000001,8000,8000
-13.09027778,18.32111111,11/11/03 0:00, ,40, ,31328,BIGRAMSES_20031208_M,Transiens appearing,0.2,0.2,7500,7500
-13.00222222,18.34527778,11/15/03 0:00, ,5, ,31329,BIGRAMSES_20031208_M,Transiens appearing,40,40,400,400
-13.00361111,18.46694444,11/15/03 0:00, ,40, ,31330,BIGRAMSES_20031208_M,Transiens appearing,20,20,800,800
-14.53138889,18.53777778,11/30/03 0:00, ,40, ,31598,BIGRAMSES_20031208_M,Transiens appearing,1,1,0,0
-14.15944444,18.68083333,11/30/03 0:00, ,120, ,31599,BIGRAMSES_20031208_M,Transiens appearing,3,3,32000,32000
-14.31388889,19.47222222,11/30/03 0:00, ,75, ,31600,BIGRAMSES_20031208_M,Transiens appearing,0,0,3600,3600
-14.375,19.6225,11/30/03 0:00, ,150, ,31601,BIGRAMSES_20031208_M,Transiens appearing,0,0,4200,4200
-14.70305556,19.57777778,11/30/03 0:00, ,125, ,31602,BIGRAMSES_20031208_M,Transiens appearing,0,0,2600,2600
-14.04805556,19.71138889,11/30/03 0:00, ,50, ,31603,BIGRAMSES_20031208_M,Transiens appearing,0,0,2900,2900
-14.33166667,19.315,11/28/03 0:00, ,30, ,31553,BIGRAMSES_20031208_M,Transiens appearing,0,0,1200,1200
7.361388889,18.72361111,3/28/03 0:00, ,2.5, ,27251,NER03-03, ,0.18000001,0.18000001,20,20
28.63722222,22.5525,5/17/03 0:00, ,60, ,27345,EGY03-13, ,0.002,0.004,50,50
28.6425,22.56666667,4/22/03 0:00, ,35, ,27324,EGY03-12, ,0,0,90,90
28.64277778,22.5825,5/17/03 0:00, ,75, ,27346,EGY03-13, ,0.005,0.008,50,70
28.75861111,22.32277778,6/20/03 0:00, ,70, ,27373,EGY03-16, ,0.012,0.015,70,90
28.80555556,22.39555556,6/20/03 0:00, ,90, ,27374,EGY03-16, ,0.050000001,0.079999998,30,50
16.73888889,30.20555556,6/19/03 0:00, ,200, ,27375,LIB03-04,AREA AFFECTED 90HA,4,4,100,100
16.79694444,30.11416667,6/19/03 0:00, ,100, ,27376,LIB03-04,AREA INFESTED 110 HA,5,5,50,50
16.87194444,30.1225,6/19/03 0:00, ,200, ,27377,LIB03-04,AREA INFESTED 165HA,3,3,150,150
16.88305556,30.12416667,6/19/03 0:00, ,100, ,27378,LIB03-04,AREA INFESTED 30HA,3,3,10,10
16.93583333,30.31333333,6/19/03 0:00, ,100, ,27379,LIB03-04,AREA INFESTED 30HA,2,2,2,2
2.75,20.56666667,7/12/03 0:00, ,100, ,27439,ALG03-09,"INFESTED AREA 100HA,",0,0,0,0
-15.96666667,19.7,12/6/03 0:00, ,0, ,31663,MAU03-41, ,0,0,0,0
3.027777778,18.14194444,12/1/03 0:00, ,150, ,31754,MLI03-27,PRESENCE ADULTS FLED,0.40000001,0.40000001,30000,30000
2.84,18.23138889,12/1/03 0:00, ,600, ,31755,MLI03-27,PRESENCE ADULTS FLED,0.5,2,3000,3000
3.236944444,18.31861111,12/2/03 0:00, ,300, ,31756,MLI03-27,ADULTS FLEDGLING,5,1000,450,450
3.586944444,18.47277778,12/2/03 0:00, ,1400, ,31757,MLI03-27,ADULTS FLEDGLING,0,0,0,0
3.733888889,18.62583333,12/2/03 0:00, ,500, ,31758,MLI03-27,ADULTS FLEDGLING,6,500,1200,1200
3.113333333,18.30361111,12/3/03 0:00, ,1200, ,31762,MLI03-27,ADULTS FLEDGLING,2,8,1000,1000
3.120277778,18.18694444,12/4/03 0:00, ,350, ,31768,MLI03-27,ADULTS FLEDGLING,0.80000001,2.5,1500,1500
3.793333333,18.62055556,12/4/03 0:00, ,140, ,31769,MLI03-27,ADULTS FLEDGLING,0.1,3,160,160
3.273888889,18.60833333,12/4/03 0:00, ,22, ,31770,MLI03-27,ADULTS FLEDGLING,0.69999999,1,400,400
3.262777778,18.56333333,12/6/03 0:00, ,200, ,31780,MLI03-27,ADULT FLEDGLING,0.1,0.40000001,40000,40000
3.194166667,18.31277778,12/6/03 0:00, ,150, ,31781,MLI03-27,ADULT FLEDGLING,0.5,2,5000,5000
3.1125,18.10166667,12/6/03 0:00, ,400, ,31783,MLI03-27,ADULT FLEDGLING,0,0,8000,8000
2.711388889,17.84722222,12/7/03 0:00, ,1500, ,31784,MLI03-27,ADULT FLEDGLING,2500,50000,1500,1500
2.764722222,17.98138889,12/7/03 0:00, ,2000, ,31785,MLI03-27,ADULT FLEDGLING,1000,20000,50000,50000
2.72,18.23916667,12/8/03 0:00, ,400, ,31790,MLI03-27,ADULT FLEDGLING,0.2,1,30000,30000
3.149166667,18.21944444,12/9/03 0:00, ,45, ,31794,MLI03-27,ADULT FLEDGLING,0,0,5000,5000
3.258333333,18.02972222,12/9/03 0:00, ,400, ,31795,MLI03-27,ADULT FLEDGLING,2,150,5000,5000
37.73222222,18.29444444,12/8/03 0:00,Tebelnai2,50, ,31801,BIGRAMSES_20031215_S, ,4,4,800,800
37.68666667,18.325,12/8/03 0:00,Telnai2,50, ,31802,BIGRAMSES_20031215_S, ,12,12,2125,2125
37.68638889,18.28444444,12/7/03 0:00,Kermit1,40, ,31839,BIGRAMSES_20031215_S, ,14,14,525,525
-12.22638889,23.17055556,12/3/03 0:00, ,420, ,31972,BIGRAMSES_20031215_M,Transiens appearing,70,70,45000,45000
-13.44888889,18.09166667,12/3/03 0:00, ,110, ,31974,BIGRAMSES_20031215_M,Transiens appearing,460,460,3500,3500
-13.27388889,18.11444444,12/3/03 0:00, ,40, ,31975,BIGRAMSES_20031215_M,Transiens appearing,504,504,2000,2000
-15.94083333,19.77638889,12/3/03 0:00, ,110, ,31976,BIGRAMSES_20031215_M,Transiens appearing,40,40,2000,2000
-15.90083333,19.78305556,12/3/03 0:00, ,60, ,31977,BIGRAMSES_20031215_M,Transiens appearing,80,80,6500,6500
-14.55805556,19.53861111,12/2/03 0:00, ,50, ,31978,BIGRAMSES_20031215_M,Transiens appearing,0,0,2400,2400
-14.38166667,19.48944444,12/2/03 0:00, ,100, ,31979,BIGRAMSES_20031215_M,Transiens appearing,0,0,4800,4800
-14.36,19.48166667,12/2/03 0:00, ,75, ,31980,BIGRAMSES_20031215_M,Transiens appearing,0,0,3700,3700
